Timestamp;wind_speed;wind_direction;air_temperature;global_radiation;controlpump;t_int_pu600;t_ext_pu600;u_rv660;u_rv640;u_rv600;volume.pu600;;;
13.08.2024 08:50;0.10984819;180.00000000;26.15361595;34.60000000;1;24.04427910;25.42947388;0;0;0;4.21411228;;;
13.08.2024 09:00;0.30192655;170.00000000;25.78232765;34.80000000;1;24.92098427;26.28153992;0;0;0;4.29815722;;;
13.08.2024 09:10;0.33171400;180.00000000;25.79054070;38.80000000;1;25.82264519;27.24535370;0;0;0;4.33072138;;;
13.08.2024 09:20;0.08000000;190.00000000;26.08581734;40.86666700;1;26.78143120;28.22476196;0;0;0;4.40000010;;;
13.08.2024 09:30;0.08000000;220.00000000;26.26572609;41.26666700;1;27.68526459;29.09183884;0;0;0;4.40893030;;;
13.08.2024 09:40;0.49686921;210.00000000;26.54473305;42.10000000;1;28.77606392;30.15640450;0;0;0;4.50000000;;;
13.08.2024 09:50;0.76081234;180.00000000;26.49526596;43.00000000;1;29.79705238;31.19196892;0;0;0;4.55651760;;;
13.08.2024 10:00;0.13345708;180.00000000;26.69138145;43.83333300;1;30.82834244;32.23300552;0;0;0;4.59999990;;;
13.08.2024 10:10;0.65517801;200.00000000;27.41732407;44.73333300;1;31.92404938;33.33419037;0;0;0;4.65511274;;;
13.08.2024 10:20;0.08000000;180.00000000;28.44417572;45.56666700;1;33.06177902;34.47182465;0;0;0;4.70241833;;;
13.08.2024 10:30;0.14662331;220.00000000;29.16197968;46.00000000;1;34.21634293;35.64519882;0;0;0;4.78177023;;;
13.08.2024 10:40;0.04509726;150.00000000;30.35327530;46.73333300;1;35.37420654;36.79997635;0;0;0;4.81731796;;;
13.08.2024 10:50;0.08000000;180.00000000;30.45944786;46.90000000;1;36.52270508;37.88982391;0;0;0;4.89732218;;;
13.08.2024 11:00;0.08000000;160.00000000;30.86808395;47.03333300;1;37.67117310;39.04133224;0;0;0;4.92726374;;;
13.08.2024 11:10;0.13337234;160.00000000;31.69523239;47.46666700;1;38.82174683;40.20404434;0;0;0;5.00000000;;;
13.08.2024 11:20;0.44916683;220.00000000;32.00684738;47.60000000;1;39.94594193;41.32223511;0;0;0;5.03231478;;;
13.08.2024 11:30;0.92127007;160.00000000;32.94869995;47.73333300;1;41.11831665;42.49183655;0;0;0;5.09999990;;;
13.08.2024 11:40;0.08000000;200.00000000;33.26062012;48.06666700;1;42.16833496;43.51787567;0;0;0;5.13044071;;;
13.08.2024 11:50;0.23654251;190.00000000;33.80552673;48.10000000;1;43.28427887;44.65850830;0;0;0;5.20163250;;;
13.08.2024 12:00;0.38544998;200.00000000;34.09119797;48.10000000;1;44.35158157;45.67518234;0;0;0;5.27020454;;;
13.08.2024 12:10;0.16193779;200.00000000;34.55056763;47.70000000;1;45.37550735;46.71272659;0;0;0;5.30000019;;;
